CustomerID,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single,Churn
50931,7.0,1,21.0,3.0,3,5,8,0,14.0,1.0,6.0,9.0,270.07,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,0
50932,0.0,3,6.0,3.0,3,3,4,0,15.0,1.0,1.0,2.0,129.09,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,1
50933,0.0,3,19.0,2.0,3,4,6,0,11.0,0.0,1.0,0.0,157.65,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,1
50934,0.0,3,30.0,2.0,4,4,1,1,23.0,2.0,10.0,10.0,145.99,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,1
50935,8.0,3,14.0,3.0,3,3,2,0,13.0,1.0,1.0,0.0,124.03999999999999,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,0
50936,0.0,1,15.0,2.0,3,5,3,1,11.0,0.0,1.0,0.0,131.72,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1
50937,9.0,3,19.0,3.0,3,4,2,0,13.0,0.0,1.0,0.0,120.33000000000001,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
50938,17.0,1,8.0,2.0,3,3,6,1,18.0,0.0,2.0,2.0,202.09,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0
50939,2.0,3,25.0,3.0,4,3,2,0,14.0,1.0,1.0,4.0,186.2,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
50940,9.0,2,6.0,2.0,3,3,1,0,21.0,0.0,1.0,3.0,120.63999999999999,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,0
50941,28.0,1,10.0,1.0,3,3,1,1,16.0,0.0,1.0,2.0,140.35,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0
50942,6.0,1,10.0,2.0,4,4,9,0,11.0,0.0,1.0,2.0,138.38,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
50943,20.0,3,20.0,3.0,3,3,4,1,17.0,1.0,1.0,2.0,145.91,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0
50944,0.0,1,14.0,2.0,4,5,8,0,11.0,0.0,1.0,0.0,125.61000000000001,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1
50945,9.0,1,6.0,3.0,4,3,2,0,14.0,0.0,1.0,0.0,115.63,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,0
50946,1.0,3,13.0,2.0,3,5,1,0,14.0,1.0,1.0,3.0,148.98,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,0
50947,22.0,1,9.0,2.0,4,5,5,0,25.0,1.0,1.0,2.0,147.89,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0
50948,2.0,1,8.0,3.0,3,4,1,0,13.0,0.0,1.0,2.0,131.8,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
50949,1.0,1,35.0,3.0,5,4,2,0,14.0,1.0,1.0,7.0,165.49,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0
50950,6.0,1,14.0,3.0,3,3,3,1,17.0,0.0,1.0,0.0,163.88,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,0
50951,5.0,1,16.0,0.0,3,1,3,0,25.0,0.0,1.0,3.0,212.44,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0
50952,27.0,1,17.0,2.0,3,1,4,0,20.0,1.0,2.0,12.0,260.32,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0
50953,0.0,1,14.0,3.0,4,5,7,0,13.0,0.0,1.0,7.0,123.62,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,1
50954,17.0,1,34.0,2.0,3,5,4,0,13.0,1.0,14.0,17.0,263.28,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,0
50955,12.0,1,12.0,2.0,3,4,5,0,18.0,0.0,2.0,2.0,183.76,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
50956,19.0,3,9.0,2.0,3,4,9,0,12.0,1.0,5.0,1.0,266.06,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0
50957,8.0,1,22.0,3.0,4,4,2,0,19.0,1.0,3.0,3.0,186.06,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
50958,9.0,1,26.0,3.0,3,3,1,0,14.0,1.0,1.0,2.0,122.72,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,0
50959,9.0,1,15.0,2.0,3,5,4,0,14.0,1.0,1.0,0.0,120.18,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,1
50960,7.0,3,6.0,3.0,4,3,2,1,14.0,7.0,8.0,6.0,170.83,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
50961,0.0,1,9.0,2.0,3,3,2,0,12.0,6.0,7.0,7.0,140.84,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,1
50962,23.0,1,28.0,2.0,5,1,2,1,13.0,13.0,2.0,9.0,244.11,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,0
50963,9.0,3,13.0,2.0,3,3,1,1,25.0,0.0,5.0,7.0,123.08000000000001,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,0
50964,15.0,1,8.0,3.0,4,4,5,0,14.0,1.0,1.0,0.0,148.41,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,0
50965,10.0,1,19.0,2.0,3,1,2,0,17.0,0.0,3.0,7.0,142.85,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0
50966,2.0,1,14.0,2.0,5,5,4,0,13.0,0.0,1.0,7.0,197.15,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0
50967,6.0,1,31.0,2.0,4,4,2,0,13.0,0.0,1.0,2.0,143.2,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,0
50968,9.0,1,34.0,3.0,3,1,5,0,20.0,1.0,1.0,3.0,121.32,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,0
50969,15.0,1,8.0,2.0,3,1,3,1,14.0,12.0,13.0,9.0,201.24,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0
50970,13.0,3,15.0,2.0,3,5,1,0,12.0,2.0,7.0,1.0,154.73,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0
50971,6.0,1,34.0,3.0,3,3,2,1,12.0,1.0,5.0,7.0,152.07,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
50972,13.0,2,12.0,2.0,3,1,2,1,21.0,1.0,7.0,7.0,264.37,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,0
50973,9.0,1,27.0,2.0,4,5,1,0,14.0,0.0,1.0,0.0,122.96000000000001,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,0
50974,13.0,1,14.0,3.0,3,1,4,1,18.0,2.0,2.0,2.0,140.69,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
50975,18.0,1,6.0,3.0,3,4,2,0,12.0,6.0,7.0,7.0,174.41,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
50976,8.0,3,14.0,3.0,4,3,1,0,23.0,2.0,4.0,2.0,124.30000000000001,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0
50977,5.0,1,11.0,3.0,4,4,4,0,12.0,1.0,2.0,5.0,158.78,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0
50978,9.0,3,14.0,3.0,3,1,4,1,21.0,0.0,1.0,2.0,126.44,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,0
50979,21.0,3,22.0,3.0,3,3,9,0,14.0,1.0,7.0,7.0,164.39,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0
50980,2.0,1,14.0,3.0,1,3,7,0,18.0,1.0,1.0,0.0,124.50999999999999,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,0
50981,6.0,3,14.0,2.0,3,5,3,0,13.0,2.0,2.0,2.0,163.92,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
50982,0.0,3,6.0,3.0,4,5,2,0,11.0,3.0,6.0,7.0,197.14,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,1
50983,11.0,2,16.0,3.0,3,3,4,0,11.0,0.0,1.0,2.0,160.77,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,0
50984,8.0,1,14.0,3.0,4,5,2,0,19.0,0.0,1.0,2.0,124.5,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0
50985,3.0,3,35.0,2.0,3,4,4,0,12.0,0.0,1.0,3.0,192.5,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
50986,9.0,1,8.0,3.0,3,5,2,1,12.0,1.0,1.0,0.0,120.74000000000001,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,1
50987,16.0,1,8.0,3.0,4,1,1,0,16.0,1.0,1.0,9.0,201.69,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1
50988,1.0,1,8.0,2.0,3,4,5,0,11.0,0.0,1.0,4.0,148.55,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1
50989,5.0,1,6.0,3.0,3,5,5,0,14.0,1.0,1.0,2.0,140.87,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0
50990,21.0,1,14.0,3.0,3,5,9,0,12.0,7.0,7.0,6.0,123.66999999999999,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0
50991,7.0,1,13.0,3.0,3,1,2,0,13.0,0.0,1.0,0.0,129.72,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0
50992,28.0,3,32.0,2.0,4,1,2,0,15.0,2.0,2.0,13.0,295.86,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,0
50993,7.0,1,6.0,2.0,3,1,10,0,17.0,1.0,2.0,1.0,154.84,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
50994,9.0,1,9.0,2.0,3,1,2,0,21.0,1.0,1.0,0.0,120.61000000000001,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0
50995,11.0,3,20.0,3.0,3,4,1,0,11.0,5.0,7.0,7.0,199.24,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
50996,11.0,3,22.0,2.0,3,4,3,0,12.0,0.0,1.0,2.0,141.98,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0
50997,9.0,3,6.0,3.0,3,3,7,0,13.0,1.0,1.0,0.0,168.15,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0
50998,2.0,1,9.0,2.0,3,5,2,1,18.0,0.0,1.0,5.0,147.23,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,0
50999,8.0,1,16.0,2.0,3,3,4,1,16.0,1.0,1.0,4.0,161.42,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0
51000,12.0,3,12.0,2.0,1,3,3,0,11.0,4.0,7.0,6.0,182.37,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
51001,2.0,1,8.0,2.0,3,1,2,0,19.0,0.0,1.0,3.0,188.53,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
51002,23.0,3,5.0,2.0,3,3,5,1,15.0,0.0,1.0,0.0,293.31,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,0
51003,9.0,1,16.0,2.0,1,3,3,0,16.0,2.0,2.0,2.0,120.72999999999999,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,0
51004,9.0,1,12.0,3.0,1,5,4,1,13.0,1.0,1.0,2.0,155.62,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
51005,15.0,1,15.0,3.0,4,1,9,0,15.0,1.0,1.0,1.0,296.13,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,0
51006,8.0,1,34.0,2.0,1,3,2,0,17.0,5.0,6.0,8.0,134.07,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
51007,7.0,1,16.0,3.0,4,3,2,0,14.0,2.0,7.0,7.0,150.63,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0
51008,13.0,3,20.0,2.0,3,5,2,0,15.0,0.0,1.0,2.0,146.39,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0
51009,16.0,1,33.0,2.0,1,4,6,0,12.0,1.0,1.0,2.0,148.76,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,0
51010,8.0,1,13.0,3.0,4,1,2,0,18.0,1.0,1.0,1.0,126.9,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,0
51011,19.0,3,6.0,2.0,1,5,2,0,15.0,1.0,1.0,12.0,275.67,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,0
51012,0.0,1,14.0,2.0,3,4,2,1,17.0,0.0,1.0,0.0,124.08000000000001,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,1
51013,0.0,1,32.0,3.0,4,3,2,1,14.0,0.0,1.0,3.0,128.14,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0
51014,23.0,1,26.0,2.0,3,3,3,1,15.0,3.0,12.0,3.0,212.45,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,0
51015,5.0,1,11.0,2.0,1,1,4,0,17.0,1.0,1.0,2.0,133.12,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0
51016,17.0,1,13.0,2.0,3,1,1,1,14.0,1.0,1.0,10.0,290.49,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0
51017,9.0,1,13.0,2.0,4,4,2,0,12.0,0.0,1.0,1.0,121.41,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0
51018,18.0,1,11.0,2.0,5,5,2,1,14.0,1.0,1.0,4.0,157.69,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0
51019,18.0,3,32.0,2.0,4,5,2,0,15.0,0.0,4.0,5.0,143.85,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0
51020,4.0,3,8.0,2.0,3,5,8,0,13.0,0.0,1.0,3.0,153.32,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,0
51021,9.0,1,18.0,3.0,3,3,10,1,12.0,0.0,1.0,1.0,146.63,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0
51022,7.0,1,16.0,2.0,1,1,2,0,13.0,5.0,7.0,2.0,147.24,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
51023,22.0,1,31.0,2.0,3,5,2,0,14.0,0.0,1.0,4.0,132.11,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0
51024,12.0,1,16.0,3.0,3,5,3,0,13.0,4.0,7.0,7.0,153.77,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0
51025,0.0,1,25.0,3.0,4,5,2,0,11.0,0.0,1.0,7.0,140.66,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,0
51026,8.0,1,24.0,2.0,1,5,2,0,11.0,0.0,1.0,10.0,152.08,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
51027,1.0,1,33.0,2.0,5,5,1,0,21.0,1.0,1.0,0.0,0.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0
51028,0.0,1,11.0,3.0,3,1,2,0,18.0,1.0,2.0,2.0,131.17,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0
51029,9.0,3,9.0,3.0,3,1,2,1,12.0,0.0,1.0,0.0,115.69,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1
51030,20.0,2,32.0,3.0,3,3,4,0,15.0,1.0,1.0,0.0,296.58,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0
51031,12.0,1,9.0,3.0,4,3,1,0,15.0,0.0,1.0,7.0,130.69,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0
51032,13.0,1,21.0,3.0,4,3,2,0,13.0,1.0,14.0,12.0,204.35,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
51033,8.0,1,14.0,2.0,3,3,2,0,12.0,2.0,2.0,9.0,141.48,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0
51034,10.0,1,25.0,2.0,3,3,4,0,17.0,0.0,1.0,2.0,157.68,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
51035,12.0,1,10.0,2.0,3,3,1,0,13.0,3.0,3.0,8.0,150.42,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0
51036,18.0,1,8.0,2.0,4,1,2,0,19.0,2.0,3.0,9.0,157.7,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0
51037,11.0,1,8.0,2.0,4,3,4,1,19.0,1.0,1.0,2.0,177.56,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0
51038,0.0,3,16.0,2.0,4,5,10,0,17.0,4.0,6.0,0.0,203.06,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1
51039,10.0,1,16.0,3.0,3,4,2,0,11.0,1.0,7.0,7.0,139.36,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0
51040,13.0,1,22.0,2.0,3,1,7,1,15.0,1.0,3.0,3.0,179.45,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
51041,17.0,2,6.0,2.0,3,1,5,1,11.0,1.0,1.0,2.0,157.43,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,0
51042,21.0,1,10.0,2.0,4,1,3,0,25.0,2.0,2.0,2.0,252.01999999999998,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,0
51043,0.0,3,21.0,2.0,5,1,7,1,14.0,1.0,2.0,2.0,154.4,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1
51044,0.0,1,8.0,2.0,3,1,2,1,13.0,1.0,1.0,3.0,137.6,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0
51045,0.0,1,14.0,2.0,1,3,8,0,17.0,0.0,1.0,2.0,135.17,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0
51046,0.0,1,14.0,2.0,3,1,3,0,13.0,0.0,1.0,2.0,125.80000000000001,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0
51047,9.0,1,13.0,3.0,3,5,4,1,14.0,0.0,1.0,3.0,121.66,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,1
51048,2.0,3,16.0,2.0,4,3,10,0,11.0,1.0,1.0,4.0,158.69,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,0
51049,9.0,1,11.0,2.0,3,5,5,0,12.0,1.0,1.0,2.0,180.08,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
51050,0.0,1,8.0,3.0,1,3,2,0,17.0,0.0,1.0,7.0,152.06,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
51051,12.0,1,18.0,3.0,3,4,5,0,21.0,1.0,1.0,0.0,152.95,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0
51052,22.0,1,28.0,3.0,3,4,4,0,16.0,1.0,1.0,2.0,264.13,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0
51053,23.0,1,23.0,2.0,4,5,6,0,15.0,1.0,2.0,11.0,232.69,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
51054,0.0,3,8.0,3.0,3,3,2,0,19.0,0.0,2.0,2.0,127.83000000000001,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
51055,7.0,1,9.0,3.0,3,4,2,0,12.0,7.0,7.0,9.0,154.33,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0
51056,9.0,1,13.0,3.0,3,4,3,0,11.0,0.0,1.0,3.0,120.13,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,0
51057,22.0,1,12.0,2.0,4,3,3,1,19.0,1.0,2.0,12.0,239.66000000000003,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0
51058,9.0,1,6.0,2.0,4,3,1,0,15.0,1.0,1.0,2.0,143.74,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0
51059,9.0,1,9.0,3.0,1,5,7,0,20.0,1.0,1.0,4.0,168.42,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
51060,27.0,1,28.0,3.0,3,3,4,0,25.0,1.0,4.0,7.0,274.26,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0
51061,16.0,1,21.0,3.0,4,3,2,0,24.0,1.0,6.0,11.0,276.03,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,0
51062,0.0,3,18.0,2.0,3,1,4,1,24.0,3.0,6.0,7.0,145.81,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,1
51063,11.0,1,6.0,2.0,3,1,8,0,15.0,2.0,2.0,9.0,147.35,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
51064,2.0,3,11.0,2.0,4,4,2,1,13.0,0.0,1.0,9.0,141.87,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0
51065,6.0,3,8.0,3.0,3,1,2,0,14.0,1.0,1.0,4.0,155.05,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0
51066,5.0,1,8.0,2.0,3,4,1,0,13.0,0.0,1.0,6.0,154.7,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0
51067,4.0,3,11.0,3.0,3,1,2,0,11.0,0.0,1.0,2.0,154.76,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0
51068,22.0,1,14.0,3.0,3,5,5,1,16.0,1.0,2.0,2.0,125.87,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0
51069,11.0,1,14.0,2.0,4,4,2,0,22.0,1.0,3.0,3.0,124.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
51070,20.0,3,8.0,2.0,1,4,7,0,14.0,0.0,2.0,2.0,259.72,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0
51071,22.0,1,6.0,2.0,3,3,5,0,14.0,1.0,2.0,0.0,253.79000000000002,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,0
51072,14.0,3,29.0,3.0,3,3,4,1,16.0,0.0,1.0,2.0,170.82,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,0
51073,0.0,3,15.0,3.0,3,5,2,0,11.0,0.0,1.0,2.0,127.28,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,0
51074,6.0,3,22.0,2.0,3,1,2,1,25.0,0.0,1.0,2.0,153.68,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0
51075,9.0,1,32.0,3.0,3,3,7,0,14.0,1.0,1.0,2.0,153.47,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
51076,17.0,2,6.0,2.0,3,1,5,1,18.0,2.0,2.0,2.0,131.95,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0
51077,0.0,1,14.0,3.0,4,3,2,1,11.0,1.0,1.0,2.0,139.89,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,1
51078,11.0,1,10.0,2.0,3,3,8,0,19.0,0.0,1.0,0.0,133.06,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0
51079,26.0,1,30.0,2.0,1,1,4,0,15.0,0.0,1.0,2.0,170.05,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
51080,11.0,3,14.0,3.0,3,3,3,1,11.0,4.0,7.0,7.0,126.55000000000001,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1
51081,9.0,1,8.0,3.0,3,4,2,0,12.0,1.0,1.0,0.0,113.93,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,1
51082,0.0,1,14.0,3.0,3,1,2,0,20.0,5.0,5.0,7.0,125.69999999999999,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0
51083,28.0,1,28.0,3.0,4,4,6,0,12.0,1.0,1.0,2.0,135.37,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,0
51084,7.0,1,11.0,2.0,4,1,2,0,14.0,4.0,4.0,13.0,139.86,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0
51085,30.0,1,6.0,3.0,5,1,4,0,20.0,0.0,1.0,0.0,208.82999999999998,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
51086,9.0,1,27.0,3.0,1,4,2,0,18.0,2.0,2.0,13.0,120.28,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0
51087,10.0,3,6.0,2.0,5,1,2,0,14.0,0.0,1.0,3.0,195.25,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0
51088,7.0,1,25.0,3.0,4,1,2,0,12.0,3.0,8.0,7.0,129.29,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0
51089,9.0,3,13.0,2.0,3,1,2,1,21.0,1.0,1.0,2.0,122.75,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,1
51090,17.0,1,8.0,3.0,1,1,2,1,19.0,6.0,6.0,7.0,178.79,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
51091,8.0,1,8.0,3.0,4,1,1,1,14.0,1.0,1.0,4.0,149.3,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,0
51092,16.0,3,8.0,3.0,3,1,2,1,17.0,0.0,8.0,8.0,178.47,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0
51093,0.0,1,15.0,3.0,1,3,2,0,16.0,0.0,1.0,4.0,144.01,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,0
51094,14.0,3,12.0,2.0,3,3,2,0,12.0,6.0,8.0,7.0,192.41,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0
51095,2.0,1,15.0,3.0,3,3,10,0,17.0,1.0,1.0,2.0,129.74,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0
51096,9.0,3,8.0,2.0,3,1,4,0,15.0,3.0,6.0,7.0,145.02,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0
51097,18.0,1,6.0,3.0,4,3,4,0,23.0,3.0,14.0,4.0,207.48000000000002,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0
51098,9.0,2,28.0,2.0,5,3,2,0,11.0,0.0,1.0,0.0,115.55000000000001,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,1
51099,10.0,3,15.0,2.0,5,3,8,0,11.0,1.0,14.0,3.0,229.36,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,1
51100,9.0,1,23.0,3.0,5,3,2,0,15.0,0.0,1.0,2.0,123.05000000000001,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0
51101,18.0,1,34.0,2.0,4,4,2,0,11.0,1.0,8.0,6.0,267.04,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0
